"","BEGIN_IMAGE_NUM","CMTE_NM","CMTE_ID","RECEIPT_DT","lobbyist_registrant_pac"
"1",201604129012294240,"150PAC.ORG","C00614552","12-APR-16",""
"2",201801319091117056,"150PAC.ORG","C00614552","31-JAN-18","Y"
"3",201703279051892576,"21ST CENTURY ONCOLOGY INC. POLITICAL ACTION COMMITTEE","C00385120","27-MAR-17","Y"
"4",201703079050756864,"21ST CENTURY ONCOLOGY INC. POLITICAL ACTION COMMITTEE","C00385120","07-MAR-17","Y"
"5",201703249051888832,"21ST CENTURY ONCOLOGY INC. POLITICAL ACTION COMMITTEE","C00385120","24-MAR-17","Y"
"6",29991868417,"21ST CENTURY ONCOLOGY INC. POLITICAL ACTION COMMITTEE","C00385120","27-MAR-09","Y"
"7",201610189033039040,"21ST CENTURY ONCOLOGY INC. POLITICAL ACTION COMMITTEE","C00385120","18-OCT-16","Y"
"8",14960048123,"21ST CENTURY ONCOLOGY INC. POLITICAL ACTION COMMITTEE","C00385120","23-JAN-14","Y"
"9",29933399828,"21ST CENTURY ONCOLOGY INC. POLITICAL ACTION COMMITTEE","C00385120","27-MAR-09","Y"
"10",201702169049707712,"21ST CENTURY ONCOLOGY INC. POLITICAL ACTION COMMITTEE","C00385120","16-FEB-17","Y"
"11",201606109017557600,"340B HEALTH POLITICAL ACTION COMMITTEE (340B HEALTH PAC)","C00619601","10-JUN-16","Y"
"12",29991791429,"3M COMPANY PAC","C00084475","25-MAR-09","Y"
"13",201703109050763104,"3M COMPANY PAC","C00084475","10-MAR-17","Y"
"14",29991790701,"3M COMPANY PAC","C00084475","25-MAR-09","Y"
"15",29933598967,"AAI CORPORATION POLITICAL ACTION COMMITTEE","C00169508","27-APR-09","Y"
"16",10991168448,"ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE","C00040279","17-SEP-10","Y"
"17",201605179015512096,"ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE","C00040279","17-MAY-16","Y"
"18",12940821163,"ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE","C00040279","05-DEC-12","Y"
"19",13960010625,"ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE","C00040279","02-JAN-13","Y"
"20",14952593476,"ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE","C00040279","18-NOV-14","Y"
"21",201603189009813056,"ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE","C00040279","18-MAR-16","Y"
"22",201605169015503552,"ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE","C00040279","16-MAY-16","Y"
"23",29992572860,"ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE","C00040279","11-AUG-09","Y"
"24",29992213579,"ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE","C00040279","08-JUN-09","Y"
"25",29991779248,"ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE","C00040279","20-MAR-09","Y"
"26",29991757534,"ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE","C00040279","16-MAR-09","Y"
"27",10990348484,"ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE","C00040279","02-MAR-10","Y"
"28",201806079113652000,"ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE","C00040279","07-JUN-18","Y"
"29",201712199089260800,"ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE","C00040279","19-DEC-17","Y"
"30",201710069075581184,"ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE","C00040279","06-OCT-17","Y"
"31",11930682552,"ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE","C00040279","15-APR-11","Y"
"32",29933395841,"ABBOTT MEDICAL OPTICS INC. POLITICAL ACTION COMMITTEE","C00379719","24-MAR-09","Y"
"33",13940010047,"ABBVIE POLITICAL ACTION COMMITTEE","C00536573","02-JAN-13","Y"
"34",13940966806,"ABBVIE POLITICAL ACTION COMMITTEE","C00536573","08-JUL-13","Y"
"35",14951877376,"ABBVIE POLITICAL ACTION COMMITTEE","C00536573","21-OCT-14","Y"
"36",201602259009621856,"ABBVIE POLITICAL ACTION COMMITTEE","C00536573","25-FEB-16","Y"
"37",201701119041366272,"ABBVIE POLITICAL ACTION COMMITTEE","C00536573","11-JAN-17","Y"
"38",201711099086618560,"ABBVIE POLITICAL ACTION COMMITTEE","C00536573","09-NOV-17","Y"
"39",12030953908,"ABBVIE POLITICAL ACTION COMMITTEE","C00536573","19-NOV-12","Y"
"40",13940244051,"ACCENTURE INC. POLITICAL ACTION COMMITTEE","C00300707","05-MAR-13","Y"
"41",14940005424,"ACCENTURE INC. POLITICAL ACTION COMMITTEE","C00300707","06-JAN-14","Y"
"42",201705039053495584,"ACCENTURE INC. POLITICAL ACTION COMMITTEE","C00300707","03-MAY-17","Y"
"43",201803239097927072,"ACCENTURE INC. POLITICAL ACTION COMMITTEE","C00300707","23-MAR-18","Y"
"44",201804249111725952,"ACCENTURE INC. POLITICAL ACTION COMMITTEE","C00300707","24-APR-18","Y"
"45",29991792819,"ACCENTURE INC. POLITICAL ACTION COMMITTEE","C00300707","26-MAR-09","Y"
"46",11932344076,"ACPAC ACA INTERNATIONAL POLITICAL ACTION COMMITTEE","C00034785","15-SEP-11",""
"47",11932343731,"ACPAC ACA INTERNATIONAL POLITICAL ACTION COMMITTEE","C00034785","15-SEP-11",""
"48",29991935874,"ACPAC ACA INTERNATIONAL POLITICAL ACTION COMMITTEE","C00034785","14-APR-09",""
"49",12951576629,"ACPAC ACA INTERNATIONAL POLITICAL ACTION COMMITTEE","C00034785","23-APR-12",""
"50",12952245616,"ACPAC ACA INTERNATIONAL POLITICAL ACTION COMMITTEE","C00034785","02-JUL-12",""
"51",12952236236,"ACPAC ACA INTERNATIONAL POLITICAL ACTION COMMITTEE","C00034785","28-JUN-12",""
"52",12952622654,"ACPAC ACA INTERNATIONAL POLITICAL ACTION COMMITTEE","C00034785","08-AUG-12","Y"
"53",12954464265,"ACPAC ACA INTERNATIONAL POLITICAL ACTION COMMITTEE","C00034785","18-OCT-12","Y"
"54",14941170438,"ACPAC ACA INTERNATIONAL POLITICAL ACTION COMMITTEE","C00034785","29-APR-14","Y"
"55",13941842460,"ACPAC ACA INTERNATIONAL POLITICAL ACTION COMMITTEE","C00034785","17-OCT-13","Y"
"56",15970319901,"AD ALLIANCE","C00233353","27-MAR-15","Y"
"57",29991878577,"AD ALLIANCE","C00233353","06-APR-09","Y"
"58",201706019055168320,"ADTALEM GLOBAL EDUCATION INC. POLITICAL ACTION COMMITTEE","C00198606","01-JUN-17",""
"59",29991785737,"ADTALEM GLOBAL EDUCATION INC. POLITICAL ACTION COMMITTEE","C00198606","23-MAR-09","Y"
"60",10990730648,"ADTALEM GLOBAL EDUCATION INC. POLITICAL ACTION COMMITTEE","C00198606","07-JUN-10","Y"
"61",201610139032403072,"ADTALEM GLOBAL EDUCATION INC. POLITICAL ACTION COMMITTEE","C00198606","13-OCT-16","Y"
"62",201610139032409152,"ADTALEM GLOBAL EDUCATION INC. POLITICAL ACTION COMMITTEE","C00198606","13-OCT-16","Y"
"63",12952498930,"ADTALEM GLOBAL EDUCATION INC. POLITICAL ACTION COMMITTEE","C00198606","16-JUL-12","Y"
"64",13963173141,"ADTALEM GLOBAL EDUCATION INC. POLITICAL ACTION COMMITTEE","C00198606","24-JUN-13","Y"
"65",13964507094,"ADTALEM GLOBAL EDUCATION INC. POLITICAL ACTION COMMITTEE","C00198606","12-AUG-13","Y"
"66",201511129003307200,"ADTALEM GLOBAL EDUCATION INC. POLITICAL ACTION COMMITTEE","C00198606","12-NOV-15","Y"
"67",201607259021936864,"ADTALEM GLOBAL EDUCATION INC. POLITICAL ACTION COMMITTEE","C00198606","25-JUL-16","Y"
"68",201509089001621536,"ADVANCE AMERICA CASH ADVANCE CENTERS INC. PAC","C00429001","08-SEP-15","Y"
"69",29933397463,"ADVANCE AMERICA CASH ADVANCE CENTERS INC. PAC","C00429001","26-MAR-09","Y"
"70",11930651399,"ADVANCE AMERICA CASH ADVANCE CENTERS INC. PAC","C00429001","13-APR-11","Y"
"71",12952294350,"ADVANCE AMERICA CASH ADVANCE CENTERS INC. PAC","C00429001","11-JUL-12","Y"
"72",10930779297,"ADVANCED MEDICAL TECHNOLOGY ASSOCIATION POLITICAL ACTION COMMITTEE","C00340356","25-MAY-10","Y"
"73",29933400502,"ADVANCED MEDICAL TECHNOLOGY ASSOCIATION POLITICAL ACTION COMMITTEE","C00340356","28-MAR-09","Y"
"74",11990070868,"ADVANCED MEDICAL TECHNOLOGY ASSOCIATION POLITICAL ACTION COMMITTEE","C00340356","21-JAN-11","Y"
"75",10932120649,"ADVANCED MEDICAL TECHNOLOGY ASSOCIATION POLITICAL ACTION COMMITTEE","C00340356","20-DEC-10","Y"
"76",11931353896,"ADVANCED MEDICAL TECHNOLOGY ASSOCIATION POLITICAL ACTION COMMITTEE","C00340356","12-MAY-11","Y"
"77",29933364343,"ADVANCED MICRO DEVICES INC. PAC","C00404483","18-MAR-09","Y"
"78",201508149000830112,"ADVANCED MICRO DEVICES INC. PAC","C00404483","14-AUG-15","Y"
"79",201611169037146304,"ADVANCED MICRO DEVICES INC. PAC","C00404483","16-NOV-16","Y"
"80",201706069056299104,"ADVANCED MICRO DEVICES INC. PAC","C00404483","06-JUN-17","Y"
"81",10991054945,"ADVANCED MICRO DEVICES INC. PAC","C00404483","12-AUG-10","Y"
"82",10930470282,"ADVANTA CORP EMPLOYEES' POLITICAL INVOLVEMENT FUND","C00279604","06-APR-10",""
"83",29991981008,"ADVANTA CORP EMPLOYEES' POLITICAL INVOLVEMENT FUND","C00279604","17-APR-09","Y"
"84",29933397067,"ADVANTA CORP EMPLOYEES' POLITICAL INVOLVEMENT FUND","C00279604","26-MAR-09","Y"
"85",12952163754,"AECOM PAC","C00374447","20-JUN-12","Y"
"86",15951102645,"AECOM PAC","C00374447","01-APR-15","Y"
"87",29991868732,"AECOM PAC","C00374447","27-MAR-09","Y"
"88",10930019018,"AECOM PAC","C00374447","07-JAN-10","Y"
"89",10990730978,"AECOM PAC","C00374447","07-JUN-10","Y"
"90",11971719248,"AECOM PAC","C00374447","19-OCT-11","Y"
"91",12950443401,"AECOM PAC","C00374447","07-FEB-12","Y"
"92",12950443405,"AECOM PAC","C00374447","07-FEB-12","Y"
"93",201808169119644608,"AECOM PAC","C00374447","16-AUG-18","Y"
"94",201703099050761472,"AECOM PAC","C00374447","09-MAR-17","Y"
"95",15951364745,"AEE ACTION FUND","C00483891","07-MAY-15","Y"
"96",13960811197,"AEE ACTION FUND","C00483891","07-FEB-13","Y"
"97",12970039519,"AEE ACTION FUND","C00483891","04-JAN-12",""
"98",10991119531,"AEE ACTION FUND","C00483891","24-AUG-10",""
"99",13964824545,"AEE ACTION FUND","C00483891","22-OCT-13","Y"
"100",201610179032885120,"AEE ACTION FUND","C00483891","17-OCT-16","Y"
"101",201607229021933792,"AEE ACTION FUND","C00483891","22-JUL-16","Y"
"102",201604069012232864,"AEE ACTION FUND","C00483891","06-APR-16","Y"
"103",201509049001613856,"AEE ACTION FUND","C00483891","04-SEP-15","Y"
"104",10030340128,"AEE ACTION FUND","C00483891","25-MAY-10",""
"105",13940011916,"AEROFLEX INCORPORATED PAC","C00422824","03-JAN-13","Y"
"106",14974204518,"AEROFLEX INCORPORATED PAC","C00422824","23-SEP-14","Y"
"107",10930679320,"AEROFLEX INCORPORATED PAC","C00422824","11-MAY-10","Y"
"108",13940011920,"AEROFLEX INCORPORATED PAC","C00422824","03-JAN-13","Y"
"109",13962168153,"AEROFLEX INCORPORATED PAC","C00422824","07-MAY-13","Y"
"110",29933410683,"AEROFLEX INCORPORATED PAC","C00422824","06-APR-09","Y"
"111",201512309004424992,"AEROJET ROCKETDYNE INC PAC","C00129122","30-DEC-15","Y"
"112",14952624754,"AEROJET ROCKETDYNE INC PAC","C00129122","26-NOV-14",""
"113",14952578823,"AEROJET ROCKETDYNE INC PAC","C00129122","11-NOV-14",""
"114",10930465785,"AEROJET ROCKETDYNE INC PAC","C00129122","31-MAR-10",""
"115",29933395664,"AERONAUTICAL REPAIR STATION ASSOCIATION POLITICAL ACTION COMMITTEE","C00409029","24-MAR-09","Y"
"116",201604199012597248,"AERONAUTICAL REPAIR STATION ASSOCIATION POLITICAL ACTION COMMITTEE","C00409029","19-APR-16","Y"
"117",201701259041471808,"AERONAUTICAL REPAIR STATION ASSOCIATION POLITICAL ACTION COMMITTEE","C00409029","25-JAN-17","Y"
"118",201701259041472064,"AERONAUTICAL REPAIR STATION ASSOCIATION POLITICAL ACTION COMMITTEE","C00409029","25-JAN-17","Y"
"119",201701259041472064,"AERONAUTICAL REPAIR STATION ASSOCIATION POLITICAL ACTION COMMITTEE","C00409029","25-JAN-17","Y"
"120",29030130810,"AEROSPACE INDUSTRIES ASSOCIATION OF AMERICA INC POLITICAL ACTION COMMITTEE (AIAPAC)","C00464453","27-JUL-09","Y"
"121",11030700070,"AES CORPORATION POLITICAL ACTION COMMITTEE; THE","C00507962","19-DEC-11","Y"
"122",201802239095523520,"AES CORPORATION POLITICAL ACTION COMMITTEE; THE","C00507962","23-FEB-18","Y"
"123",201801269090663776,"AES CORPORATION POLITICAL ACTION COMMITTEE; THE","C00507962","26-JAN-18","Y"
"124",11030700077,"AES CORPORATION POLITICAL ACTION COMMITTEE; THE","C00507962","19-DEC-11",""
"125",10931262911,"AETNA INC. POLITICAL ACTION COMMITTEE","C00181826","15-SEP-10","Y"
"126",12950035028,"AETNA INC. POLITICAL ACTION COMMITTEE","C00181826","06-JAN-12","Y"
"127",13962417547,"AETNA INC. POLITICAL ACTION COMMITTEE","C00181826","15-MAY-13","Y"
"128",201602119008455648,"AETNA INC. POLITICAL ACTION COMMITTEE","C00181826","11-FEB-16","Y"
"129",201802129094276704,"AETNA INC. POLITICAL ACTION COMMITTEE","C00181826","12-FEB-18","Y"
"130",29991791466,"AETNA INC. POLITICAL ACTION COMMITTEE","C00181826","25-MAR-09","Y"
"131",201804099104793792,"AETNA INC. POLITICAL ACTION COMMITTEE","C00181826","09-APR-18","Y"
"132",10990828638,"AFFILIATED COMPUTER SERVICES INC. GOOD GOVERNMENT COMMITTEE","C00248245","06-JUL-10","Y"
"133",10991260639,"AFFILIATED COMPUTER SERVICES INC. GOOD GOVERNMENT COMMITTEE","C00248245","10-OCT-10","Y"
"134",29933396735,"AFFILIATED COMPUTER SERVICES INC. GOOD GOVERNMENT COMMITTEE","C00248245","25-MAR-09","Y"
"135",10930329334,"AFFILIATED COMPUTER SERVICES INC. GOOD GOVERNMENT COMMITTEE","C00248245","16-FEB-10","Y"
"136",10990432708,"AFFILIATED COMPUTER SERVICES INC. GOOD GOVERNMENT COMMITTEE","C00248245","08-APR-10","Y"
"137",10930859065,"AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE","C00003806","28-JUN-10","Y"
"138",201512029004124640,"AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE","C00003806","02-DEC-15","Y"
"139",13961230430,"AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE","C00003806","28-MAR-13","Y"
"140",29933396486,"AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE","C00003806","25-MAR-09","Y"
"141",29992843454,"AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE","C00003806","24-SEP-09","Y"
"142",29933625828,"AFL-CIO COPE POLITICAL CONTRIBUTIONS COMMITTEE","C00003806","30-APR-09","Y"
"143",29992014865,"AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC)","C00034157","21-APR-09","Y"
"144",201603299012195872,"AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC)","C00034157","29-MAR-16","Y"
"145",15950008673,"AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC)","C00034157","07-JAN-15","Y"
"146",29030061404,"THE AGA GROUP LLC PAC","C00460279","26-MAR-09","Y"
"147",29934339370,"THE AGA GROUP LLC PAC","C00460279","21-JUL-09","Y"
"148",29030100357,"THE AGA GROUP LLC PAC","C00460279","09-JUN-09","Y"
"149",10930894868,"AGRICULTURAL RETAILERS ASSOCIATION POLITICAL ACTION COMMITTE","C00264770","13-JUL-10","Y"
"150",15950003913,"AGRICULTURAL RETAILERS ASSOCIATION POLITICAL ACTION COMMITTE","C00264770","05-JAN-15","Y"
"151",29933366233,"AGRICULTURAL RETAILERS ASSOCIATION POLITICAL ACTION COMMITTE","C00264770","19-MAR-09","Y"
"152",15970264668,"AGRICULTURAL RETAILERS ASSOCIATION POLITICAL ACTION COMMITTE","C00264770","12-FEB-15","Y"
"153",29933399824,"AIR CONDITIONING CONTRACTORS OF AMERICA PAC","C00100974","27-MAR-09","Y"
"154",29992209617,"AIR CONDITIONING CONTRACTORS OF AMERICA PAC","C00100974","04-JUN-09","Y"
"155",201607139020432448,"AIR CONDITIONING CONTRACTORS OF AMERICA PAC","C00100974","13-JUL-16","Y"
"156",201701109041353888,"AIR LINE PILOTS ASSOCIATION PAC","C00035451","10-JAN-17","Y"
"157",11990034935,"AIR LINE PILOTS ASSOCIATION PAC","C00035451","06-JAN-11","Y"
"158",29991878451,"AIR LINE PILOTS ASSOCIATION PAC","C00035451","06-APR-09","Y"
"159",29933353344,"AIR LINE PILOTS ASSOCIATION PAC","C00035451","16-MAR-09","Y"
"160",29933358917,"AIR PRODUCTS AND CHEMICALS INC. POLITICAL ALLIANCE","C00127258","17-MAR-09","Y"
"161",12952584630,"AIR PRODUCTS AND CHEMICALS INC. POLITICAL ALLIANCE","C00127258","23-JUL-12","Y"
"162",29991759571,"AIR PRODUCTS AND CHEMICALS INC. POLITICAL ALLIANCE","C00127258","17-MAR-09","Y"
"163",201702159049696512,"AIR PRODUCTS AND CHEMICALS INC. POLITICAL ALLIANCE","C00127258","15-FEB-17","Y"
"164",14031341898,"AIR-CONDITIONING HEATING AND REFRIGERATION INSTITUTE PAC (AHRI-PAC)","C00570655","25-NOV-14","Y"
"165",201610149032470336,"AIR-CONDITIONING HEATING AND REFRIGERATION INSTITUTE PAC (AHRI-PAC)","C00570655","14-OCT-16","Y"
"166",201612079037709024,"AIR-CONDITIONING HEATING AND REFRIGERATION INSTITUTE PAC (AHRI-PAC)","C00570655","07-DEC-16","Y"
"167",14960572214,"AIRBUS GROUP INC. PAC","C00421230","01-APR-14","Y"
"168",11932170279,"AIRBUS GROUP INC. PAC","C00421230","11-AUG-11","Y"
"169",29933395694,"AIRBUS GROUP INC. PAC","C00421230","24-MAR-09","Y"
"170",201701279041525440,"AIRBUS GROUP INC. PAC","C00421230","27-JAN-17","Y"
"171",201602119008455392,"AIRBUS GROUP INC. PAC","C00421230","11-FEB-16","Y"
"172",201507209000301984,"AIRBUS GROUP INC. PAC","C00421230","20-JUL-15","Y"
"173",14960497110,"AIRBUS GROUP INC. PAC","C00421230","12-MAR-14","Y"
"174",13944256068,"AIRBUS GROUP INC. PAC","C00421230","20-DEC-13","Y"
"175",12971212236,"AIRBUS GROUP INC. PAC","C00421230","10-MAY-12","Y"
"176",11971815192,"AIRBUS GROUP INC. PAC","C00421230","04-NOV-11","Y"
"177",29993312016,"AIRLINES FOR AMERICA (A4A) POLITICAL ACTION COMMITTEE","C00114694","06-NOV-09","Y"
"178",12950047836,"AIRLINES FOR AMERICA (A4A) POLITICAL ACTION COMMITTEE","C00114694","10-JAN-12","Y"
"179",13942250957,"AKERMAN LLP PAC","C00280008","04-NOV-13","Y"
"180",13961139594,"AKERMAN LLP PAC","C00280008","08-MAR-13","Y"
"181",29933387074,"AKERMAN LLP PAC","C00280008","23-MAR-09","Y"
"182",29933363521,"AKIN GUMP STRAUSS HAUER & FELD LLP CIVIC ACTION COMMITTEE (AKA AGSH&F CIVIC ACTION COMMITT","C00104901","18-MAR-09","Y"
"183",201704059052016928,"AKIN GUMP STRAUSS HAUER & FELD LLP CIVIC ACTION COMMITTEE (AKA AGSH&F CIVIC ACTION COMMITT","C00104901","05-APR-17","Y"
"184",12030890637,"ALABAMA CONGRESSIONAL CAMPAIGNS VICTORY FUND FEDERAL PAC","C00530295","24-SEP-12","Y"
"185",12030960607,"ALABAMA CONGRESSIONAL CAUCUS","C00538207","13-NOV-12","Y"
"186",12030961871,"ALABAMA DEMOCRATIC EXECUTIVE BOARD","C00537100","13-NOV-12","Y"
"187",12030932987,"ALABAMA DEMOCRATIC LEADERSHIP FEDERAL COMMITTEE","C00533323","22-OCT-12","Y"
"188",201512119004175872,"ALABAMA GOVERNMENT RELATIONS BUREAU","C00595769","11-DEC-15","Y"
"189",29991791316,"ALABAMA POWER CO EMPLOYEES FEDERAL POLITICAL ACTION CMTE (APC EMPLOYEES FEDERAL PAC)","C00077305","25-MAR-09","Y"
"190",12030961222,"ALABAMA REPUBLICAN EXECUTIVE BOARD","C00539338","15-NOV-12","Y"
"191",12030941420,"ALABAMA REPUBLICAN LEADERSHIP FEDERAL COMMITTEE","C00534305","31-OCT-12","Y"
"192",13940697466,"ALABAMA RETAIL ASSOCIATION PAC","C00511014","13-MAY-13","Y"
"193",12030720937,"ALABAMA RETAIL ASSOCIATION PAC","C00511014","23-JAN-12",""
"194",13940697462,"ALABAMA RETAIL ASSOCIATION PAC","C00511014","13-MAY-13","Y"
"195",12030944915,"ALABAMA SENATORIAL CAUCUS","C00535344","02-NOV-12","Y"
"196",14940553167,"ALASKA AIR GROUP INC. POLITICAL ACTION COMMITTEE","C00024349","11-MAR-14","Y"
"197",11952501660,"ALASKA AIR GROUP INC. POLITICAL ACTION COMMITTEE","C00024349","04-OCT-11",""
"198",11971741076,"ALASKA AIR GROUP INC. POLITICAL ACTION COMMITTEE","C00024349","20-OCT-11","Y"
"199",13961132171,"ALASKA AIR GROUP INC. POLITICAL ACTION COMMITTEE","C00024349","07-MAR-13","Y"
"200",13964831031,"ALASKA AIR GROUP INC. POLITICAL ACTION COMMITTEE","C00024349","18-NOV-13","Y"
"201",14960495195,"ALASKA AIR GROUP INC. POLITICAL ACTION COMMITTEE","C00024349","11-MAR-14","Y"
"202",15951095695,"ALASKA AIR GROUP INC. POLITICAL ACTION COMMITTEE","C00024349","25-MAR-15","Y"
"203",201807319119337056,"ALASKA AIR GROUP INC. POLITICAL ACTION COMMITTEE","C00024349","31-JUL-18","Y"
"204",29933475983,"ALASKA AIR GROUP INC. POLITICAL ACTION COMMITTEE","C00024349","09-APR-09",""
"205",12030890643,"ALASKA CONGRESSIONAL CAMPAIGNS VICTORY FUND FEDERAL PAC","C00530303","24-SEP-12","Y"
"206",12030960613,"ALASKA CONGRESSIONAL CAUCUS","C00538199","13-NOV-12","Y"
"207",12030961877,"ALASKA DEMOCRATIC EXECUTIVE BOARD","C00537118","13-NOV-12","Y"
"208",12030932993,"ALASKA DEMOCRATIC LEADERSHIP FEDERAL COMMITTEE","C00533331","22-OCT-12","Y"
"209",201512119004175904,"ALASKA GOVERNMENT RELATIONS BUREAU","C00595777","11-DEC-15","Y"
"210",12030961228,"ALASKA REPUBLICAN EXECUTIVE BOARD","C00539346","15-NOV-12","Y"
"211",12030941432,"ALASKA REPUBLICAN LEADERSHIP FEDERAL COMMITTEE","C00534321","31-OCT-12","Y"
"212",12030944921,"ALASKA SENATORIAL CAUCUS","C00535336","02-NOV-12","Y"
"213",12970526773,"ALBEMARLE CORPORATION POLITICAL ACTION COMMITTEE","C00377333","02-MAR-12",""
"214",201610279036944320,"ALBEMARLE CORPORATION POLITICAL ACTION COMMITTEE","C00377333","27-OCT-16","Y"
"215",201805099112003552,"ALCOA CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE","C00501106","09-MAY-18","Y"
"216",14941281934,"ALCOA CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE","C00501106","04-JUN-14","Y"
"217",13964870909,"ALCOA CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE","C00501106","05-DEC-13","Y"
"218",201611019037017376,"ALCOA CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE","C00501106","01-NOV-16","Y"
"219",11030654472,"ALCOA CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE","C00501106","26-AUG-11","Y"
"220",14031291030,"ALERE INC. GOOD GOVERNMENT COMMITTEE","C00567909","02-SEP-14",""
"221",201710069075581184,"ALERE INC. GOOD GOVERNMENT COMMITTEE","C00567909","06-OCT-17","Y"
"222",29030193057,"ALEXION PHARMACEUTICALS INC. PAC","C00471169","24-NOV-09","Y"
"223",201806019113637760,"ALEXION PHARMACEUTICALS INC. PAC","C00471169","01-JUN-18","Y"
"224",29933383776,"ALION SCIENCE AND TECHNOLOGY CORPORATION PAC","C00431247","20-MAR-09","Y"
"225",12030851250,"ALKERMES INC. POLITICAL ACTION COMMITTEE","C00525063","17-JUL-12","Y"
"226",29991789565,"ALLEGHENY ENERGY INC. FEDERAL POLITICAL ACTION COMMITTEE","C00335232","24-MAR-09","Y"
"227",29933785606,"ALLEGHENY ENERGY INC. FEDERAL POLITICAL ACTION COMMITTEE","C00335232","21-MAY-09","Y"
"228",11930455892,"ALLEGHENY ENERGY INC. FEDERAL POLITICAL ACTION COMMITTEE","C00335232","07-MAR-11","Y"
"229",29933397433,"ALLERGAN INC POLITICAL ACTION COMM FOR EMPLOYEES (APACE)","C00292102","26-MAR-09","Y"
"230",201512039004145568,"ALLERGAN INC. POLITICAL ACTION COMMITTEE","C00391086","03-DEC-15","Y"
"231",201608119022194080,"ALLERGAN INC. POLITICAL ACTION COMMITTEE","C00391086","11-AUG-16","Y"
"232",201711089086615488,"ALLERGAN INC. POLITICAL ACTION COMMITTEE","C00391086","08-NOV-17","Y"
"233",201801109090384992,"ALLERGAN INC. POLITICAL ACTION COMMITTEE","C00391086","10-JAN-18","Y"
"234",29991785434,"ALLERGAN INC. POLITICAL ACTION COMMITTEE","C00391086","23-MAR-09","Y"
"235",201507289000429088,"ALLERGAN INC. POLITICAL ACTION COMMITTEE","C00391086","28-JUL-15","Y"
"236",15970297370,"ALLERGAN INC. POLITICAL ACTION COMMITTEE","C00391086","13-MAR-15","Y"
"237",13940073532,"ALLERGAN INC. POLITICAL ACTION COMMITTEE","C00391086","29-JAN-13","Y"
"238",15951518638,"ALLERGAN INC. POLITICAL ACTION COMMITTEE","C00391086","25-JUN-15","Y"
"239",201511139003335456,"ALLETE PAC","C00142489","13-NOV-15",""
"240",201510279003241888,"ALLETE PAC","C00142489","27-OCT-15","Y"
"241",14940510822,"ALLETE PAC","C00142489","19-FEB-14","Y"
"242",13941452912,"ALLETE PAC","C00142489","16-AUG-13","Y"
"243",13941452478,"ALLETE PAC","C00142489","16-AUG-13","Y"
"244",29933599538,"ALLETE PAC","C00142489","27-APR-09","Y"
"245",10930392235,"ALLIANCE FOR NATURAL HEALTH USA PAC (ANH-USA PAC)","C00293902","10-MAR-10",""
"246",29991868440,"ALLIANCE FOR NATURAL HEALTH USA PAC (ANH-USA PAC)","C00293902","27-MAR-09","Y"
"247",10930340492,"ALLIANCE FOR NATURAL HEALTH USA PAC (ANH-USA PAC)","C00293902","19-FEB-10",""
"248",29993402873,"ALLIANCE FOR QUALITY NURSING HOME CARE INC. POLITICAL ACTION COMMITTEE (AQNHC PAC)","C00432336","01-DEC-09","Y"
"249",11931452815,"ALLIANCE FOR QUALITY NURSING HOME CARE INC. POLITICAL ACTION COMMITTEE (AQNHC PAC)","C00432336","18-MAY-11","Y"
"250",12952833469,"ALLIANCE FOR QUALITY NURSING HOME CARE INC. POLITICAL ACTION COMMITTEE (AQNHC PAC)","C00432336","22-AUG-12","Y"
